"Nombre del anuncio",Día,"Nombre de la campaña","Nombre del conjunto de anuncios","Nombre de la página",Anuncios,Edad,Sexo,Objetivo,"Estado de la entrega","Nivel de la entrega","Tipo de resultado",Resultados,"Costo por resultado","Importe gastado (USD)",Impresiones,Alcance,"Configuración de atribución","Clasificación de calidad","Clasificación del porcentaje de interacción","Clasificación del porcentaje de conversiones","Nombre del conjunto de anuncios",Frecuencia,"Clics en el enlace","CPC (costo por clic en el enlace)","CPM (costo por mil impresiones)","CTR (todos)","Inicio del informe","Fin del informe"
"video tu cuerpo",2025-12-13,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",18-24,male,OUTCOME_ENGAGEMENT,active,ad,,,,0.02,40,35,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.14285714,,,0.5,0,2025-12-13,2025-12-13
Video,2025-10-26,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,55-64,unknown,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.02,8,7,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.14285714,,,2.5,0,2025-10-26,2025-10-26
historia,2026-01-20,"Busqueda de entrenadores Chapa","Nuevo conjunto de anuncios de Clientes potenciales",eltemplomdp,historia,55-64,male,OUTCOME_LEADS,inactive,ad,,,,0.02,14,13,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Clientes potenciales",1.07692308,,,1.42857143,0,2026-01-20,2026-01-20
Video,2025-10-26,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,18-24,female,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.02,16,15,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.06666667,,,1.25,0,2025-10-26,2025-10-26
Video,2026-01-07,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,65+,unknown,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.02,8,8,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1,,,2.5,0,2026-01-07,2026-01-07
"video tu cuerpo",2025-12-12,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",35-44,unknown,OUTCOME_ENGAGEMENT,active,ad,,,,0.02,11,9,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.22222222,1,0.02,1.81818182,9.09090909,2025-12-12,2025-12-12
"video tu cuerpo",2025-12-10,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",45-54,unknown,OUTCOME_ENGAGEMENT,active,ad,,,,0.02,4,4,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1,,,5,0,2025-12-10,2025-12-10
"video tu cuerpo",2026-01-30,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",45-54,male,OUTCOME_ENGAGEMENT,active,ad,,,,0.02,7,7,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1,,,2.85714286,0,2026-01-30,2026-01-30
"video tu cuerpo",2025-12-11,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",65+,male,OUTCOME_ENGAGEMENT,active,ad,,,,0.02,6,6,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1,,,3.33333333,0,2025-12-11,2025-12-11
"video tu cuerpo",2025-12-12,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",45-54,unknown,OUTCOME_ENGAGEMENT,active,ad,,,,0.02,5,5,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1,,,4,0,2025-12-12,2025-12-12
Video,2025-09-15,"Preventa Alem",Whatsapp,eltemplomdp,Video,35-44,unknown,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.02,14,13,"7 días tras clic o 1 día tras visualización",-,-,-,Whatsapp,1.07692308,,,1.42857143,0,2025-09-15,2025-09-15
feed,2026-01-24,"Busqueda de entrenadores Chapa","Nuevo conjunto de anuncios de Clientes potenciales",eltemplomdp,feed,25-34,unknown,OUTCOME_LEADS,not_delivering,ad,,,,0.02,35,26,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Clientes potenciales",1.34615385,,,0.57142857,0,2026-01-24,2026-01-24
Video,2026-01-14,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,65+,unknown,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.0199903,2,2,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1,,,9.99514799,0,2026-01-14,2026-01-14
Video,2026-01-16,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,25-34,unknown,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.01999018,33,26,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.26923077,,,0.60576308,0,2026-01-16,2026-01-16
Video,2026-01-16,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,35-44,unknown,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.01999018,19,19,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1,,,1.05211482,0,2026-01-16,2026-01-16
Video,2026-01-16,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,45-54,unknown,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",1,0.01999018,0.01999018,8,7,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.14285714,,,2.4987727,12.5,2026-01-16,2026-01-16
"video tu cuerpo",2026-02-15,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",25-34,unknown,OUTCOME_ENGAGEMENT,active,ad,,,,0.01028571,1,1,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1,,,10.28571429,0,2026-02-15,2026-02-15
"video tu cuerpo",2026-02-15,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",18-24,female,OUTCOME_ENGAGEMENT,active,ad,,,,0.01028571,9,7,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.28571429,,,1.14285714,0,2026-02-15,2026-02-15
"video tu cuerpo",2025-11-21,"Nueva campaña SP","WhatsApp SP - Excluidos",eltemplomdp,"video tu cuerpo",25-34,male,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.01017544,22,22,"7 días tras clic o 1 día tras visualización",-,-,-,"WhatsApp SP - Excluidos",1,,,0.46251994,0,2025-11-21,2025-11-21
"Reel ingrid mdp",2025-12-07,"Reconocimiento Ingrid","Publico posturas y movilidad",eltemplomdp,"Reel ingrid mdp",65+,female,OUTCOME_AWARENESS,not_delivering,ad,Alcance,268,0.03738079,0.01001805,271,268,"7 días tras clic o 1 día tras visualización",-,-,-,"Publico posturas y movilidad",1.01119403,,,0.03696698,0,2025-12-07,2025-12-07
"Reel ingrid mdp",2025-11-21,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",25-34,unknown,OUTCOME_AWARENESS,not_delivering,ad,Alcance,99,0.10114523,0.01001338,100,99,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1.01010101,,,0.10013378,0,2025-11-21,2025-11-21
"Reel ingrid mdp",2025-11-21,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",18-24,unknown,OUTCOME_AWARENESS,not_delivering,ad,Alcance,149,0.06720388,0.01001338,153,149,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1.02684564,1,0.01001338,0.06544691,0.65359477,2025-11-21,2025-11-21
Video,2025-10-01,"Turnos mañana","turnos mañana whatsapp",eltemplomdp,Video,18-24,unknown,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.01001027,14,10,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.4,,,0.71501944,0,2025-10-01,2025-10-01
feed,2026-02-01,"Busqueda de entrenadores Chapa","Nuevo conjunto de anuncios de Clientes potenciales",eltemplomdp,feed,45-54,unknown,OUTCOME_LEADS,not_delivering,ad,,,,0.01000948,10,10,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Clientes potenciales",1,,,1.00094787,0,2026-02-01,2026-02-01
"Reel ingrid mdp",2025-11-13,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",35-44,unknown,OUTCOME_AWARENESS,not_delivering,ad,Alcance,39,0.25658795,0.01000693,39,39,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1,,,0.25658795,0,2025-11-13,2025-11-13
"Reel ingrid mdp",2025-11-13,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",45-54,unknown,OUTCOME_AWARENESS,not_delivering,ad,Alcance,16,0.62543313,0.01000693,16,16,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1,,,0.62543313,0,2025-11-13,2025-11-13
Video,2025-09-30,"Turnos mañana","turnos mañana whatsapp",eltemplomdp,Video,55-64,unknown,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.01000603,4,4,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1,,,2.50150784,0,2025-09-30,2025-09-30
Video,2025-09-30,"Turnos mañana","turnos mañana whatsapp",eltemplomdp,Video,65+,unknown,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.01000603,4,4,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1,,,2.50150784,0,2025-09-30,2025-09-30
"Reel de 26/12",2025-12-25,"El calamar loco - El Templo","Nuevo conjunto de anuncios de Tráfico",eltemplomdp,"Reel de 26/12",18-24,unknown,LINK_CLICKS,not_delivering,ad,,,,0.01000522,74,61,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Tráfico",1.21311475,,,0.13520563,0,2025-12-25,2025-12-25
Video,2025-12-27,"Preventa Mario Bravo","Interacción a Whatsapp",eltemplomdp,Video,55-64,unknown,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.01000515,7,7,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1,,,1.42930705,0,2025-12-27,2025-12-27
Video,2025-10-20,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,18-24,male,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.01,1,1,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1,,,10,0,2025-10-20,2025-10-20
Video,2025-10-22,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,45-54,unknown,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.01,6,5,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.2,,,1.66666667,0,2025-10-22,2025-10-22
Video,2025-10-25,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,18-24,female,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.01,10,10,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1,,,1,0,2025-10-25,2025-10-25
"video tu cuerpo",2025-12-09,"Nueva campaña SP","Calistenia High ticket sucursales",eltemplomdp,"video tu cuerpo",25-34,male,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.01,3,3,"7 días tras clic o 1 día tras visualización",-,-,-,"Calistenia High ticket sucursales",1,,,3.33333333,0,2025-12-09,2025-12-09
Video,2025-10-23,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,45-54,unknown,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.01,12,10,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.2,,,0.83333333,0,2025-10-23,2025-10-23
historia,2026-01-21,"Busqueda de entrenadores Chapa","Nuevo conjunto de anuncios de Clientes potenciales",eltemplomdp,historia,55-64,female,OUTCOME_LEADS,inactive,ad,,,,0.01,16,15,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Clientes potenciales",1.06666667,,,0.625,0,2026-01-21,2026-01-21
"video tu cuerpo",2025-12-07,"Nueva campaña SP","Calistenia High ticket sucursales",eltemplomdp,"video tu cuerpo",35-44,male,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.01,4,4,"7 días tras clic o 1 día tras visualización",-,-,-,"Calistenia High ticket sucursales",1,,,2.5,0,2025-12-07,2025-12-07
"video tu cuerpo",2025-12-07,"Nueva campaña SP","Calistenia High ticket sucursales",eltemplomdp,"video tu cuerpo",55-64,female,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.01,5,4,"7 días tras clic o 1 día tras visualización",-,-,-,"Calistenia High ticket sucursales",1.25,,,2,0,2025-12-07,2025-12-07
Video,2025-10-22,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,35-44,unknown,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.01,3,2,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.5,,,3.33333333,0,2025-10-22,2025-10-22
Video,2026-01-21,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,18-24,unknown,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.01,5,5,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1,,,2,0,2026-01-21,2026-01-21
"video tu cuerpo",2025-12-07,"Nueva campaña SP","Calistenia High ticket sucursales",eltemplomdp,"video tu cuerpo",25-34,female,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.01,3,3,"7 días tras clic o 1 día tras visualización",-,-,-,"Calistenia High ticket sucursales",1,,,3.33333333,0,2025-12-07,2025-12-07
Video,2025-10-20,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,18-24,female,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.01,8,6,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.33333333,,,1.25,0,2025-10-20,2025-10-20
Video,2025-10-19,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,55-64,unknown,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.01,5,4,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.25,,,2,0,2025-10-19,2025-10-19
"video tu cuerpo",2025-12-08,"Nueva campaña SP","Calistenia High ticket sucursales",eltemplomdp,"video tu cuerpo",65+,female,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.01,5,5,"7 días tras clic o 1 día tras visualización",-,-,-,"Calistenia High ticket sucursales",1,,,2,0,2025-12-08,2025-12-08
Video,2026-01-21,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,65+,unknown,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.01,3,3,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1,,,3.33333333,0,2026-01-21,2026-01-21
"video tu cuerpo",2025-12-08,"Nueva campaña SP","Calistenia High ticket sucursales",eltemplomdp,"video tu cuerpo",18-24,male,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.01,2,2,"7 días tras clic o 1 día tras visualización",-,-,-,"Calistenia High ticket sucursales",1,,,5,0,2025-12-08,2025-12-08
"video tu cuerpo",2025-12-09,"Nueva campaña SP","Calistenia High ticket sucursales",eltemplomdp,"video tu cuerpo",35-44,female,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.01,5,5,"7 días tras clic o 1 día tras visualización",-,-,-,"Calistenia High ticket sucursales",1,,,2,0,2025-12-09,2025-12-09
feed,2026-01-21,"Busqueda de entrenadores Chapa","Nuevo conjunto de anuncios de Clientes potenciales",eltemplomdp,feed,35-44,unknown,OUTCOME_LEADS,not_delivering,ad,,,,0.01,36,26,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Clientes potenciales",1.38461538,,,0.27777778,0,2026-01-21,2026-01-21
"Reel ingrid mdp",2025-12-08,"Reconocimiento Ingrid","Publico posturas y movilidad",eltemplomdp,"Reel ingrid mdp",25-34,unknown,OUTCOME_AWARENESS,not_delivering,ad,Alcance,88,0.11363636,0.01,88,88,"7 días tras clic o 1 día tras visualización",-,-,-,"Publico posturas y movilidad",1,,,0.11363636,0,2025-12-08,2025-12-08
"video tu cuerpo",2025-12-08,"Nueva campaña SP","Calistenia High ticket sucursales",eltemplomdp,"video tu cuerpo",55-64,male,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.01,4,4,"7 días tras clic o 1 día tras visualización",-,-,-,"Calistenia High ticket sucursales",1,,,2.5,0,2025-12-08,2025-12-08
"video tu cuerpo",2026-01-13,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",55-64,male,OUTCOME_ENGAGEMENT,active,ad,,,,0.01,4,4,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1,,,2.5,0,2026-01-13,2026-01-13
"video tu cuerpo",2026-01-21,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",35-44,male,OUTCOME_ENGAGEMENT,active,ad,,,,0.01,5,3,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.66666667,,,2,0,2026-01-21,2026-01-21
feed,2026-01-22,"Busqueda de entrenadores Chapa","Nuevo conjunto de anuncios de Clientes potenciales",eltemplomdp,feed,35-44,unknown,OUTCOME_LEADS,not_delivering,ad,,,,0.01,22,18,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Clientes potenciales",1.22222222,,,0.45454545,0,2026-01-22,2026-01-22
"video tu cuerpo",2025-12-03,"Nueva campaña SP","Calistenia High ticket sucursales",eltemplomdp,"video tu cuerpo",18-24,female,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.01,6,6,"7 días tras clic o 1 día tras visualización",-,-,-,"Calistenia High ticket sucursales",1,,,1.66666667,0,2025-12-03,2025-12-03
"video tu cuerpo",2025-12-03,"Nueva campaña SP","Calistenia High ticket sucursales",eltemplomdp,"video tu cuerpo",65+,female,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.01,5,5,"7 días tras clic o 1 día tras visualización",-,-,-,"Calistenia High ticket sucursales",1,,,2,0,2025-12-03,2025-12-03
historia,2026-01-22,"Busqueda de entrenadores Chapa","Nuevo conjunto de anuncios de Clientes potenciales",eltemplomdp,historia,25-34,unknown,OUTCOME_LEADS,inactive,ad,,,,0.01,10,9,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Clientes potenciales",1.11111111,,,1,0,2026-01-22,2026-01-22
"video tu cuerpo",2025-12-03,"Nueva campaña SP","Calistenia High ticket sucursales",eltemplomdp,"video tu cuerpo",55-64,male,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.01,1,1,"7 días tras clic o 1 día tras visualización",-,-,-,"Calistenia High ticket sucursales",1,,,10,0,2025-12-03,2025-12-03
Video,2025-10-28,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,65+,unknown,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.01,3,3,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1,,,3.33333333,0,2025-10-28,2025-10-28
"Reel ingrid mdp",2025-12-03,"Reconocimiento Ingrid","Publico posturas y movilidad",eltemplomdp,"Reel ingrid mdp",35-44,unknown,OUTCOME_AWARENESS,not_delivering,ad,Alcance,21,0.47619048,0.01,21,21,"7 días tras clic o 1 día tras visualización",-,-,-,"Publico posturas y movilidad",1,,,0.47619048,0,2025-12-03,2025-12-03
"Reel ingrid mdp",2025-12-03,"Reconocimiento Ingrid","Publico posturas y movilidad",eltemplomdp,"Reel ingrid mdp",65+,female,OUTCOME_AWARENESS,not_delivering,ad,Alcance,265,0.03773585,0.01,268,265,"7 días tras clic o 1 día tras visualización",-,-,-,"Publico posturas y movilidad",1.01132075,,,0.03731343,0,2025-12-03,2025-12-03
"Reel ingrid mdp",2025-12-03,"Reconocimiento Ingrid","Publico posturas y movilidad",eltemplomdp,"Reel ingrid mdp",55-64,female,OUTCOME_AWARENESS,not_delivering,ad,Alcance,298,0.03355705,0.01,298,298,"7 días tras clic o 1 día tras visualización",-,-,-,"Publico posturas y movilidad",1,,,0.03355705,0,2025-12-03,2025-12-03
"Reel ingrid mdp",2025-12-04,"Reconocimiento Ingrid","Publico posturas y movilidad",eltemplomdp,"Reel ingrid mdp",18-24,unknown,OUTCOME_AWARENESS,not_delivering,ad,Alcance,92,0.10869565,0.01,93,92,"7 días tras clic o 1 día tras visualización",-,-,-,"Publico posturas y movilidad",1.01086957,,,0.10752688,0,2025-12-04,2025-12-04
"Reel ingrid mdp",2025-12-04,"Reconocimiento Ingrid","Publico posturas y movilidad",eltemplomdp,"Reel ingrid mdp",25-34,unknown,OUTCOME_AWARENESS,not_delivering,ad,Alcance,73,0.1369863,0.01,74,73,"7 días tras clic o 1 día tras visualización",-,-,-,"Publico posturas y movilidad",1.01369863,,,0.13513514,0,2025-12-04,2025-12-04
Video,2025-10-28,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,35-44,unknown,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.01,4,4,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1,,,2.5,0,2025-10-28,2025-10-28
Video,2026-01-22,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,55-64,unknown,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.01,4,4,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1,,,2.5,0,2026-01-22,2026-01-22
feed,2026-01-30,"Busqueda de entrenadores Chapa","Nuevo conjunto de anuncios de Clientes potenciales",eltemplomdp,feed,35-44,unknown,OUTCOME_LEADS,not_delivering,ad,,,,0.01,26,22,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Clientes potenciales",1.18181818,,,0.38461538,0,2026-01-30,2026-01-30
Video,2025-10-27,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,25-34,unknown,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.01,3,3,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1,,,3.33333333,0,2025-10-27,2025-10-27
Video,2025-10-27,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,18-24,male,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.01,7,5,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.4,,,1.42857143,14.28571429,2025-10-27,2025-10-27
Video,2025-10-26,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,25-34,unknown,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.01,3,3,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1,,,3.33333333,0,2025-10-26,2025-10-26
"video tu cuerpo",2025-12-05,"Nueva campaña SP","Calistenia High ticket sucursales",eltemplomdp,"video tu cuerpo",25-34,male,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.01,15,15,"7 días tras clic o 1 día tras visualización",-,-,-,"Calistenia High ticket sucursales",1,,,0.66666667,0,2025-12-05,2025-12-05
"video tu cuerpo",2025-12-05,"Nueva campaña SP","Calistenia High ticket sucursales",eltemplomdp,"video tu cuerpo",55-64,male,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.01,3,3,"7 días tras clic o 1 día tras visualización",-,-,-,"Calistenia High ticket sucursales",1,,,3.33333333,0,2025-12-05,2025-12-05
Video,2025-10-26,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,18-24,male,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.01,9,9,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1,,,1.11111111,0,2025-10-26,2025-10-26
Video,2026-01-22,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,65+,unknown,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.01,8,6,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.33333333,,,1.25,0,2026-01-22,2026-01-22
Video,2025-10-26,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,65+,unknown,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.01,4,4,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1,,,2.5,0,2025-10-26,2025-10-26
"video tu cuerpo",2025-12-09,"Nueva campaña SP","Calistenia High ticket sucursales",eltemplomdp,"video tu cuerpo",25-34,female,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.01,5,5,"7 días tras clic o 1 día tras visualización",-,-,-,"Calistenia High ticket sucursales",1,,,2,0,2025-12-09,2025-12-09
Video,2025-10-25,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,35-44,unknown,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.01,10,10,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1,,,1,0,2025-10-25,2025-10-25
"video tu cuerpo",2026-01-30,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",65+,female,OUTCOME_ENGAGEMENT,active,ad,,,,0.01,5,4,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.25,,,2,0,2026-01-30,2026-01-30
feed,2026-02-02,"Busqueda de entrenadores Chapa","Nuevo conjunto de anuncios de Clientes potenciales",eltemplomdp,feed,35-44,unknown,OUTCOME_LEADS,not_delivering,ad,,,,0.01,37,26,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Clientes potenciales",1.42307692,,,0.27027027,2.7027027,2026-02-02,2026-02-02
"video tu cuerpo",2025-12-09,"Nueva campaña SP","Calistenia High ticket sucursales",eltemplomdp,"video tu cuerpo",35-44,male,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.01,3,3,"7 días tras clic o 1 día tras visualización",-,-,-,"Calistenia High ticket sucursales",1,,,3.33333333,0,2025-12-09,2025-12-09
"video tu cuerpo",2026-02-04,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",25-34,unknown,OUTCOME_ENGAGEMENT,active,ad,,,,0.01,1,1,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1,,,10,0,2026-02-04,2026-02-04
"video tu cuerpo",2026-02-03,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",55-64,female,OUTCOME_ENGAGEMENT,active,ad,,,,0.01,2,2,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1,,,5,0,2026-02-03,2026-02-03
